Order_ID,Order_Date,Region_ID,Region,State,City,Product_ID,Category,Product,Quantity,Sales_Amount,Year,Quarter,Quarter_Start
ORD0663,2023-03-15,R03,East,West Bengal,Kolkata,P011,Office Supplies,Pen Set,7.0,1563.09,2023,2023Q1,2023-01-01
ORD0664,2023-03-15,R04,West,Gujarat,Ahmedabad,P009,Furniture,Bookshelf,4.0,33382.81,2023,2023Q1,2023-01-01
ORD0833,2023-03-15,R02,South,Kerala,Kochi,P003,Technology,Tablet,7.0,162707.61,2023,2023Q1,2023-01-01
ORD0006,2023-03-16,R04,West,Rajasthan,Jaipur,P005,Technology,Keyboard,7.0,20723.6,2023,2023Q1,2023-01-01
ORD0535,2023-03-16,R02,South,Tamil Nadu,Chennai,P010,Office Supplies,Notebook,6.0,2508.06,2023,2023Q1,2023-01-01
ORD0867,2023-03-19,R04,West,Maharashtra,Mumbai,P010,Office Supplies,Notebook,5.0,1826.26,2023,2023Q1,2023-01-01
ORD0880,2023-03-19,R03,East,Jharkhand,Ranchi,P003,Technology,Tablet,4.0,84615.92,2023,2023Q1,2023-01-01
ORD0410,2023-03-20,R02,South,Tamil Nadu,Chennai,P012,Office Supplies,File Folder,2.0,419.98,2023,2023Q1,2023-01-01
ORD0785,2023-03-20,R04,West,Rajasthan,Jaipur,P001,Technology,Laptop,6.0,196786.1675,2023,2023Q1,2023-01-01
ORD0157,2023-03-23,R04,West,Maharashtra,Mumbai,P005,Technology,Keyboard,6.0,14882.3,2023,2023Q1,2023-01-01
ORD0009,2023-03-25,R02,South,Telangana,Hyderabad,P005,Technology,Keyboard,4.0,10358.52,2023,2023Q1,2023-01-01
ORD0850,2023-03-25,R01,North,Punjab,Ludhiana,P002,Technology,Smartphone,5.0,148876.42,2023,2023Q1,2023-01-01
ORD0891,2023-03-25,R03,East,Bihar,Patna,P007,Furniture,Office Chair,7.0,53330.78,2023,2023Q1,2023-01-01
ORD0334,2023-03-26,R02,South,Tamil Nadu,Chennai,P012,Office Supplies,File Folder,7.0,1508.3,2023,2023Q1,2023-01-01
ORD0951,2023-03-26,R01,North,Haryana,Gurugram,P003,Technology,Tablet,3.0,63227.31,2023,2023Q1,2023-01-01
ORD0871,2023-03-30,R02,South,Karnataka,Bengaluru,P009,Furniture,Bookshelf,6.0,47302.15,2023,2023Q1,2023-01-01
ORD0802,2023-04-04,R04,West,Goa,Panaji,P006,Technology,Printer,1.0,11348.97,2023,2023Q2,2023-04-01
ORD0654,2023-04-05,R02,South,Karnataka,Bengaluru,P010,Office Supplies,Notebook,2.0,714.59,2023,2023Q2,2023-04-01
ORD0290,2023-04-06,R01,North,Delhi,New Delhi,P001,Technology,Laptop,4.0,196786.1675,2023,2023Q2,2023-04-01
ORD0770,2023-04-06,R02,South,Tamil Nadu,Chennai,P008,Furniture,Office Desk,5.0,70347.59,2023,2023Q2,2023-04-01
ORD0017,2023-04-10,R03,East,Bihar,Patna,P007,Furniture,Office Chair,4.0,28820.43,2023,2023Q2,2023-04-01
ORD0513,2023-04-11,R01,North,Uttar Pradesh,Lucknow,P005,Technology,Keyboard,7.0,14838.44,2023,2023Q2,2023-04-01
ORD0696,2023-04-12,R01,North,Uttar Pradesh,Lucknow,P002,Technology,Smartphone,5.0,128395.13,2023,2023Q2,2023-04-01
ORD0073,2023-04-13,R02,South,Telangana,Hyderabad,P002,Technology,Smartphone,6.0,154957.96,2023,2023Q2,2023-04-01
ORD0307,2023-04-15,R01,North,Uttar Pradesh,Lucknow,P011,Office Supplies,Pen Set,4.0,942.85,2023,2023Q2,2023-04-01
ORD0769,2023-04-16,R04,West,Rajasthan,Jaipur,P009,Furniture,Bookshelf,7.0,53530.58,2023,2023Q2,2023-04-01
ORD0830,2023-04-17,R03,East,Jharkhand,Ranchi,P002,Technology,Smartphone,1.0,22452.99,2023,2023Q2,2023-04-01
ORD0977,2023-04-17,R02,South,Kerala,Kochi,P009,Furniture,Bookshelf,6.0,46493.91,2023,2023Q2,2023-04-01
ORD0370,2023-04-19,R02,South,Karnataka,Bengaluru,P012,Office Supplies,File Folder,4.0,732.39,2023,2023Q2,2023-04-01
ORD0949,2023-04-21,R01,North,Uttar Pradesh,Lucknow,P002,Technology,Smartphone,4.0,109691.58,2023,2023Q2,2023-04-01
ORD0695,2023-04-22,R03,East,Bihar,Patna,P007,Furniture,Office Chair,2.0,13856.97,2023,2023Q2,2023-04-01
ORD0558,2023-04-23,R01,North,Delhi,New Delhi,P008,Furniture,Office Desk,3.0,42624.71,2023,2023Q2,2023-04-01
ORD0482,2023-04-25,R01,North,Punjab,Ludhiana,P001,Technology,Laptop,3.0,193328.66,2023,2023Q2,2023-04-01
ORD0615,2023-04-25,R03,East,Jharkhand,Ranchi,P002,Technology,Smartphone,2.0,47111.18,2023,2023Q2,2023-04-01
ORD0607,2023-04-27,R04,West,Goa,Panaji,P009,Furniture,Bookshelf,1.0,7318.31,2023,2023Q2,2023-04-01
ORD0956,2023-04-28,R04,West,Gujarat,Ahmedabad,P008,Furniture,Office Desk,4.0,52260.02,2023,2023Q2,2023-04-01
ORD0385,2023-04-30,R04,West,Rajasthan,Jaipur,P009,Furniture,Bookshelf,6.0,41673.32,2023,2023Q2,2023-04-01
ORD0528,2023-05-03,R02,South,Kerala,Kochi,P002,Technology,Smartphone,4.0,115306.55,2023,2023Q2,2023-04-01
ORD0989,2023-05-03,R04,West,Goa,Panaji,P009,Furniture,Bookshelf,1.0,7167.58,2023,2023Q2,2023-04-01
ORD0063,2023-05-05,R02,South,Telangana,Hyderabad,P006,Technology,Printer,5.0,68996.13,2023,2023Q2,2023-04-01
ORD0911,2023-05-05,R02,South,Kerala,Kochi,P001,Technology,Laptop,6.0,196786.1675,2023,2023Q2,2023-04-01
ORD0357,2023-05-06,R02,South,Tamil Nadu,Chennai,P005,Technology,Keyboard,1.0,2320.1,2023,2023Q2,2023-04-01
ORD0988,2023-05-06,R04,West,Goa,Panaji,P004,Technology,Monitor,3.0,52986.02,2023,2023Q2,2023-04-01
ORD0641,2023-05-07,R03,East,Bihar,Patna,P009,Furniture,Bookshelf,6.0,35250.57,2023,2023Q2,2023-04-01
ORD0046,2023-05-08,R04,West,Maharashtra,Mumbai,P011,Office Supplies,Pen Set,4.0,963.3,2023,2023Q2,2023-04-01
ORD0828,2023-05-08,R03,East,Odisha,Bhubaneswar,P001,Technology,Laptop,7.0,196786.1675,2023,2023Q2,2023-04-01
ORD0284,2023-05-10,R01,North,Punjab,Ludhiana,P009,Furniture,Bookshelf,7.0,44603.61,2023,2023Q2,2023-04-01
ORD0729,2023-05-10,R02,South,Tamil Nadu,Chennai,P009,Furniture,Bookshelf,4.0,26468.57,2023,2023Q2,2023-04-01
ORD0145,2023-05-12,R04,West,Gujarat,Ahmedabad,P008,Furniture,Office Desk,6.0,84276.07,2023,2023Q2,2023-04-01
ORD0419,2023-05-14,R04,West,Rajasthan,Jaipur,P002,Technology,Smartphone,6.0,184697.7,2023,2023Q2,2023-04-01
ORD0536,2023-05-14,R04,West,Maharashtra,Mumbai,P006,Technology,Printer,6.0,80288.42,2023,2023Q2,2023-04-01
ORD0813,2023-05-14,R04,West,Gujarat,Ahmedabad,P006,Technology,Printer,7.0,88823.37,2023,2023Q2,2023-04-01
ORD0201,2023-05-17,R03,East,Jharkhand,Ranchi,P004,Technology,Monitor,7.0,95577.68,2023,2023Q2,2023-04-01
ORD0497,2023-05-17,R03,East,Odisha,Bhubaneswar,P012,Office Supplies,File Folder,2.0,313.71,2023,2023Q2,2023-04-01
ORD0783,2023-05-17,R03,East,Bihar,Patna,P012,Office Supplies,File Folder,3.0,491.05,2023,2023Q2,2023-04-01
ORD0737,2023-05-18,R02,South,Kerala,Kochi,P006,Technology,Printer,3.0,40820.43,2023,2023Q2,2023-04-01
ORD0020,2023-05-19,R02,South,Karnataka,Bengaluru,P008,Furniture,Office Desk,4.0,62948.97,2023,2023Q2,2023-04-01
ORD0478,2023-05-19,R04,West,Rajasthan,Jaipur,P011,Office Supplies,Pen Set,1.0,233.32,2023,2023Q2,2023-04-01
ORD0028,2023-05-20,R01,North,Haryana,Gurugram,P011,Office Supplies,Pen Set,4.0,886.34,2023,2023Q2,2023-04-01
ORD0364,2023-05-20,R04,West,Rajasthan,Jaipur,P012,Office Supplies,File Folder,3.0,493.58,2023,2023Q2,2023-04-01
ORD0126,2023-05-21,R03,East,Bihar,Patna,P011,Office Supplies,Pen Set,7.0,1464.65,2023,2023Q2,2023-04-01
ORD0226,2023-05-21,R02,South,Karnataka,Bengaluru,P004,Technology,Monitor,1.0,16287.99,2023,2023Q2,2023-04-01
ORD0396,2023-05-21,R04,West,Maharashtra,Mumbai,P004,Technology,Monitor,3.0,45736.38,2023,2023Q2,2023-04-01
ORD0708,2023-05-22,R04,West,Rajasthan,Jaipur,P009,Furniture,Bookshelf,2.0,13900.21,2023,2023Q2,2023-04-01
ORD0774,2023-05-22,R04,West,Gujarat,Ahmedabad,P012,Office Supplies,File Folder,4.0,651.32,2023,2023Q2,2023-04-01
ORD0991,2023-05-22,R02,South,Kerala,Kochi,P002,Technology,Smartphone,5.0,136047.74,2023,2023Q2,2023-04-01
ORD0261,2023-05-24,R01,North,Haryana,Gurugram,P009,Furniture,Bookshelf,5.0,34349.57,2023,2023Q2,2023-04-01
ORD0736,2023-05-24,R04,West,Goa,Panaji,P003,Technology,Tablet,6.0,122905.78,2023,2023Q2,2023-04-01
ORD0206,2023-05-25,R01,North,Haryana,Gurugram,P008,Furniture,Office Desk,3.0,42698.0,2023,2023Q2,2023-04-01
ORD0503,2023-05-26,R01,North,Delhi,New Delhi,P009,Furniture,Bookshelf,1.0,6326.09,2023,2023Q2,2023-04-01
ORD0409,2023-05-28,R03,East,Bihar,Patna,P009,Furniture,Bookshelf,7.0,40190.85,2023,2023Q2,2023-04-01
ORD0605,2023-05-31,R01,North,Uttar Pradesh,Lucknow,P007,Furniture,Office Chair,1.0,9331.73,2023,2023Q2,2023-04-01
ORD0766,2023-06-02,R03,East,Jharkhand,Ranchi,P006,Technology,Printer,2.0,24619.91,2023,2023Q2,2023-04-01
ORD0181,2023-06-03,R02,South,Telangana,Hyderabad,P006,Technology,Printer,1.0,15278.32,2023,2023Q2,2023-04-01
ORD0968,2023-06-03,R03,East,Bihar,Patna,P006,Technology,Printer,3.0,31887.39,2023,2023Q2,2023-04-01
ORD0820,2023-06-05,R02,South,Karnataka,Bengaluru,P007,Furniture,Office Chair,3.0,27417.75,2023,2023Q2,2023-04-01
ORD0970,2023-06-07,R01,North,Delhi,New Delhi,P012,Office Supplies,File Folder,1.0,182.15,2023,2023Q2,2023-04-01
ORD0508,2023-06-08,R02,South,Tamil Nadu,Chennai,P008,Furniture,Office Desk,1.0,16162.6,2023,2023Q2,2023-04-01
ORD0955,2023-06-09,R02,South,Tamil Nadu,Chennai,P004,Technology,Monitor,5.0,95480.68,2023,2023Q2,2023-04-01
ORD0384,2023-06-13,R03,East,Jharkhand,Ranchi,P009,Furniture,Bookshelf,1.0,6336.84,2023,2023Q2,2023-04-01
ORD0210,2023-06-14,R04,West,Rajasthan,Jaipur,P012,Office Supplies,File Folder,3.0,590.9,2023,2023Q2,2023-04-01
ORD0759,2023-06-14,R02,South,Karnataka,Bengaluru,P003,Technology,Tablet,7.0,178774.88,2023,2023Q2,2023-04-01
ORD0045,2023-06-16,R02,South,Telangana,Hyderabad,P012,Office Supplies,File Folder,7.0,1475.67,2023,2023Q2,2023-04-01
ORD0252,2023-06-17,R03,East,Odisha,Bhubaneswar,P005,Technology,Keyboard,7.0,15280.88,2023,2023Q2,2023-04-01
ORD0463,2023-06-17,R02,South,Karnataka,Bengaluru,P010,Office Supplies,Notebook,2.0,846.44,2023,2023Q2,2023-04-01
ORD0154,2023-06-18,R04,West,Maharashtra,Mumbai,P012,Office Supplies,File Folder,3.0,619.02,2023,2023Q2,2023-04-01
ORD0067,2023-06-20,R04,West,Rajasthan,Jaipur,P002,Technology,Smartphone,2.0,56475.92,2023,2023Q2,2023-04-01
ORD0570,2023-06-20,R03,East,Bihar,Patna,P003,Technology,Tablet,7.0,144510.94,2023,2023Q2,2023-04-01
ORD0407,2023-06-21,R02,South,Karnataka,Bengaluru,P009,Furniture,Bookshelf,3.0,21749.67,2023,2023Q2,2023-04-01
ORD0978,2023-06-22,R03,East,Bihar,Patna,P010,Office Supplies,Notebook,4.0,1265.54,2023,2023Q2,2023-04-01
ORD0864,2023-06-24,R01,North,Delhi,New Delhi,P001,Technology,Laptop,7.0,196786.1675,2023,2023Q2,2023-04-01
ORD0421,2023-06-26,R04,West,Maharashtra,Mumbai,P010,Office Supplies,Notebook,6.0,2184.83,2023,2023Q2,2023-04-01
ORD0620,2023-06-26,R01,North,Haryana,Gurugram,P003,Technology,Tablet,3.0,74571.15,2023,2023Q2,2023-04-01
ORD0367,2023-06-27,R03,East,West Bengal,Kolkata,P009,Furniture,Bookshelf,4.0,23947.61,2023,2023Q2,2023-04-01
ORD0486,2023-06-27,R01,North,Punjab,Ludhiana,P006,Technology,Printer,3.0,35911.65,2023,2023Q2,2023-04-01
ORD0243,2023-06-30,R03,East,Jharkhand,Ranchi,P003,Technology,Tablet,2.0,35901.84,2023,2023Q2,2023-04-01
ORD0205,2023-07-01,R04,West,Gujarat,Ahmedabad,P007,Furniture,Office Chair,5.0,46660.92,2023,2023Q3,2023-07-01
ORD0673,2023-07-01,R02,South,Karnataka,Bengaluru,P007,Furniture,Office Chair,7.0,68183.41,2023,2023Q3,2023-07-01
ORD0808,2023-07-04,R03,East,Odisha,Bhubaneswar,P006,Technology,Printer,4.0,41610.02,2023,2023Q3,2023-07-01
ORD0086,2023-07-05,R01,North,Uttar Pradesh,Lucknow,P012,Office Supplies,File Folder,6.0,1135.32,2023,2023Q3,2023-07-01
ORD0440,2023-07-05,R01,North,Haryana,Gurugram,P012,Office Supplies,File Folder,7.0,1417.34,2023,2023Q3,2023-07-01
ORD0351,2023-07-08,R02,South,Telangana,Hyderabad,P001,Technology,Laptop,7.0,196786.1675,2023,2023Q3,2023-07-01
ORD0870,2023-07-09,R04,West,Gujarat,Ahmedabad,P011,Office Supplies,Pen Set,7.0,1935.63,2023,2023Q3,2023-07-01
ORD0981,2023-07-11,R01,North,Uttar Pradesh,Lucknow,P011,Office Supplies,Pen Set,3.0,843.83,2023,2023Q3,2023-07-01
ORD0762,2023-07-12,R04,West,Maharashtra,Mumbai,P012,Office Supplies,File Folder,4.0,809.76,2023,2023Q3,2023-07-01
ORD0083,2023-07-13,R03,East,West Bengal,Kolkata,P004,Technology,Monitor,6.0,81607.31,2023,2023Q3,2023-07-01
ORD0687,2023-07-13,R02,South,Karnataka,Bengaluru,P010,Office Supplies,Notebook,2.0,724.62,2023,2023Q3,2023-07-01
ORD0176,2023-07-14,R02,South,Karnataka,Bengaluru,P004,Technology,Monitor,2.0,38450.69,2023,2023Q3,2023-07-01
ORD0597,2023-07-14,R01,North,Haryana,Gurugram,P010,Office Supplies,Notebook,7.0,2273.77,2023,2023Q3,2023-07-01
ORD0298,2023-07-16,R01,North,Uttar Pradesh,Lucknow,P008,Furniture,Office Desk,4.0,58357.91,2023,2023Q3,2023-07-01
ORD0893,2023-07-17,R04,West,Maharashtra,Mumbai,P004,Technology,Monitor,6.0,96515.61,2023,2023Q3,2023-07-01
ORD0044,2023-07-18,R02,South,Telangana,Hyderabad,P012,Office Supplies,File Folder,2.0,360.31,2023,2023Q3,2023-07-01
ORD0059,2023-07-18,R04,West,Maharashtra,Mumbai,P008,Furniture,Office Desk,7.0,118056.29,2023,2023Q3,2023-07-01
ORD0327,2023-07-18,R04,West,Goa,Panaji,P012,Office Supplies,File Folder,5.0,1017.85,2023,2023Q3,2023-07-01
ORD0343,2023-07-23,R01,North,Haryana,Gurugram,P005,Technology,Keyboard,1.0,2826.45,2023,2023Q3,2023-07-01
ORD0032,2023-07-26,R01,North,Delhi,New Delhi,P006,Technology,Printer,3.0,35641.17,2023,2023Q3,2023-07-01
ORD0381,2023-07-27,R02,South,Karnataka,Bengaluru,P007,Furniture,Office Chair,7.0,73965.28,2023,2023Q3,2023-07-01
ORD0358,2023-08-01,R04,West,Rajasthan,Jaipur,P006,Technology,Printer,7.0,97778.07,2023,2023Q3,2023-07-01
ORD0573,2023-08-01,R01,North,Haryana,Gurugram,P004,Technology,Monitor,7.0,120614.66,2023,2023Q3,2023-07-01
ORD0723,2023-08-01,R01,North,Punjab,Ludhiana,P002,Technology,Smartphone,2.0,63739.11,2023,2023Q3,2023-07-01
ORD0462,2023-08-02,R01,North,Haryana,Gurugram,P008,Furniture,Office Desk,3.0,46195.54,2023,2023Q3,2023-07-01
ORD0947,2023-08-02,R02,South,Kerala,Kochi,P012,Office Supplies,File Folder,7.0,1286.39,2023,2023Q3,2023-07-01
ORD0480,2023-08-04,R03,East,West Bengal,Kolkata,P009,Furniture,Bookshelf,5.0,34955.32,2023,2023Q3,2023-07-01
ORD0489,2023-08-04,R04,West,Rajasthan,Jaipur,P012,Office Supplies,File Folder,7.0,1515.33,2023,2023Q3,2023-07-01
ORD0352,2023-08-05,R01,North,Punjab,Ludhiana,P004,Technology,Monitor,7.0,105185.67,2023,2023Q3,2023-07-01
ORD0496,2023-08-07,R04,West,Rajasthan,Jaipur,P005,Technology,Keyboard,6.0,15441.42,2023,2023Q3,2023-07-01
ORD0136,2023-08-08,R04,West,Goa,Panaji,P007,Furniture,Office Chair,6.0,65194.22,2023,2023Q3,2023-07-01
ORD0715,2023-08-08,R03,East,Jharkhand,Ranchi,P006,Technology,Printer,6.0,67549.78,2023,2023Q3,2023-07-01
ORD0839,2023-08-08,R01,North,Delhi,New Delhi,P004,Technology,Monitor,4.0,63869.29,2023,2023Q3,2023-07-01
ORD0294,2023-08-09,R02,South,Karnataka,Bengaluru,P010,Office Supplies,Notebook,4.0,1640.19,2023,2023Q3,2023-07-01
ORD0082,2023-08-10,R04,West,Gujarat,Ahmedabad,P008,Furniture,Office Desk,6.0,95576.01,2023,2023Q3,2023-07-01
ORD0347,2023-08-11,R04,West,Rajasthan,Jaipur,P001,Technology,Laptop,5.0,196786.1675,2023,2023Q3,2023-07-01
ORD0908,2023-08-11,R03,East,West Bengal,Kolkata,P003,Technology,Tablet,1.0,22024.16,2023,2023Q3,2023-07-01
ORD0937,2023-08-12,R01,North,Delhi,New Delhi,P009,Furniture,Bookshelf,2.0,15605.28,2023,2023Q3,2023-07-01
ORD0346,2023-08-13,R02,South,Karnataka,Bengaluru,P001,Technology,Laptop,4.0,196786.1675,2023,2023Q3,2023-07-01
ORD0763,2023-08-15,R04,West,Goa,Panaji,P003,Technology,Tablet,7.0,153257.2,2023,2023Q3,2023-07-01
