Order ID,Order Date,Region,Sales,Promotion Active,Discount
ORD0071,2026-04-01,West,615.23,True,20.0
ORD0072,2026-04-07,East,500.1,True,5.0
ORD0073,2025-09-09,North,517.06,False,0.0
ORD0074,2025-10-23,South,569.73,False,0.0
ORD0075,2025-12-04,South,492.42,False,0.0
ORD0076,2025-02-22,East,430.29,False,0.0
ORD0077,2025-08-05,North,543.77,False,0.0
ORD0078,2025-07-07,West,553.27,False,0.0
ORD0079,2026-01-15,West,1018.0,True,25.0
ORD0080,2026-05-08,North,685.36,False,0.0
ORD0081,2025-02-10,West,749.47,False,0.0
ORD0082,2025-06-06,South,895.74,True,25.0
ORD0083,2025-01-15,North,496.36,True,20.0
ORD0084,2025-03-06,North,544.24,False,0.0
ORD0085,2026-06-05,West,753.76,False,0.0
ORD0086,2025-12-10,West,658.34,False,0.0
ORD0087,2025-05-09,West,639.82,False,0.0
ORD0088,2026-04-17,West,686.81,False,0.0
ORD0089,2025-03-04,East,572.22,False,0.0
ORD0090,2025-05-19,North,579.73,False,0.0
ORD0091,2026-05-14,North,1051.8,False,0.0
ORD0092,2026-08-16,East,699.96,False,0.0
ORD0093,2026-01-27,North,657.44,True,10.0
ORD0094,2026-02-23,North,805.58,False,0.0
ORD0095,2025-10-16,West,658.12,False,0.0
ORD0096,2026-01-14,East,717.37,True,15.0
ORD0097,2026-05-05,North,553.2,False,0.0
ORD0098,2025-08-19,South,515.54,True,10.0
ORD0099,2025-02-10,East,450.68,False,0.0
ORD0100,2025-01-28,North,558.54,False,0.0
ORD0101,2025-05-15,East,247.75,False,0.0
ORD0102,2025-07-20,East,443.99,False,0.0
ORD0103,2025-02-02,West,751.78,False,0.0
ORD0104,2025-02-17,East,432.62,False,0.0
ORD0105,2026-05-18,South,927.35,False,0.0
ORD0106,2026-02-11,East,683.32,False,0.0
ORD0107,2026-07-28,West,805.73,False,0.0
ORD0108,2025-04-09,West,759.53,False,0.0
ORD0109,2026-07-01,East,755.43,True,5.0
ORD0110,2026-04-07,West,1050.81,True,20.0
ORD0111,2025-01-05,North,495.62,True,20.0
ORD0112,2025-08-06,East,437.0,False,0.0
ORD0113,2026-05-18,North,812.24,False,0.0
ORD0114,2026-02-02,South,882.98,False,0.0
ORD0115,2026-01-28,North,791.05,True,10.0
ORD0116,2025-07-26,West,472.5,False,0.0
ORD0117,2025-01-15,East,548.09,False,0.0
ORD0118,2026-07-08,South,654.62,False,0.0
ORD0119,2026-04-06,West,879.66,True,20.0
ORD0120,2026-07-29,South,756.62,False,0.0
ORD0121,2025-08-29,West,714.1,True,25.0
ORD0122,2026-07-18,West,590.97,False,0.0
ORD0123,2025-04-06,North,638.35,False,0.0
ORD0124,2026-04-30,North,820.06,False,0.0
ORD0125,2026-02-11,South,796.42,False,0.0
ORD0126,2025-08-19,East,511.15,True,25.0
ORD0127,2025-06-20,South,645.17,False,0.0
ORD0128,2026-06-25,West,812.46,False,0.0
ORD0129,2025-02-05,West,661.33,False,0.0
ORD0130,2026-06-09,North,680.58,False,0.0
ORD0131,2025-06-09,North,591.52,True,25.0
ORD0132,2025-08-31,West,403.02,True,25.0
ORD0133,2025-03-27,East,405.75,True,15.0
ORD0134,2026-08-01,West,703.37,False,0.0
ORD0135,2026-07-11,South,667.54,False,0.0
ORD0136,2026-07-28,West,735.1,False,0.0
ORD0137,2025-01-28,East,596.24,False,0.0
ORD0138,2026-07-10,South,1006.93,False,0.0
ORD0139,2025-12-06,West,645.82,False,0.0
ORD0140,2025-11-27,West,534.7,False,0.0
ORD0141,2026-05-21,South,715.78,False,0.0
ORD0142,2025-12-14,South,925.89,False,0.0
ORD0143,2026-04-18,West,967.08,False,0.0
ORD0144,2025-08-19,North,531.97,True,20.0
ORD0145,2025-07-09,North,586.74,False,0.0
ORD0146,2025-08-13,South,625.41,False,0.0
ORD0147,2026-01-20,West,813.35,False,0.0
ORD0148,2026-01-12,North,669.91,True,10.0
ORD0149,2025-10-10,West,669.73,False,0.0
ORD0150,2025-09-16,West,663.61,False,0.0
ORD0151,2025-12-25,West,597.34,False,0.0
ORD0152,2026-04-01,North,807.61,True,5.0
ORD0153,2026-02-15,West,955.34,False,0.0
ORD0154,2025-11-14,South,733.9,False,0.0
ORD0155,2025-08-13,North,586.66,False,0.0
ORD0156,2025-08-22,South,565.66,True,10.0
ORD0157,2026-01-09,North,588.74,False,0.0
ORD0158,2026-04-17,East,695.65,False,0.0
ORD0159,2025-08-21,South,578.81,True,10.0
ORD0160,2025-04-23,South,847.85,False,0.0
ORD0161,2026-05-12,North,743.67,False,0.0
ORD0162,2026-03-18,South,793.09,False,0.0
ORD0163,2026-07-18,East,737.09,False,0.0
ORD0164,2025-09-25,West,491.52,False,0.0
ORD0165,2026-05-25,West,825.82,False,0.0
ORD0166,2026-01-21,North,625.27,True,10.0
ORD0167,2026-01-22,North,954.89,True,10.0
ORD0168,2025-04-23,East,561.45,False,0.0
ORD0169,2025-03-22,East,477.13,True,15.0
ORD0170,2025-04-23,South,735.74,False,0.0
ORD0171,2025-01-02,North,507.55,True,20.0
ORD0172,2025-08-08,North,491.39,False,0.0
ORD0173,2026-07-20,East,731.32,False,0.0
ORD0174,2025-08-13,North,608.65,False,0.0
ORD0175,2026-01-20,North,716.74,True,10.0
ORD0176,2026-02-07,East,563.64,False,0.0
ORD0177,2025-05-10,North,800.36,False,0.0
ORD0178,2025-02-22,West,683.83,False,0.0
ORD0179,2026-02-20,East,601.08,False,0.0
ORD0180,2025-09-04,West,700.35,True,25.0
ORD0181,2026-03-15,North,771.25,False,0.0
ORD0182,2025-07-22,West,718.62,False,0.0
ORD0183,2025-07-03,South,730.25,False,0.0
ORD0184,2025-05-03,East,758.9,False,0.0
ORD0185,2026-02-05,North,594.45,False,0.0
ORD0186,2025-10-21,West,557.74,False,0.0
ORD0187,2025-10-07,East,729.45,False,0.0
ORD0188,2025-07-17,East,510.03,False,0.0
ORD0189,2026-05-26,North,619.19,False,0.0
ORD0190,2025-05-24,East,605.44,False,0.0
ORD0191,2025-07-20,North,670.31,False,0.0
ORD0192,2025-05-04,East,552.33,False,0.0
ORD0193,2025-07-06,East,369.38,False,0.0
ORD0194,2025-11-22,South,592.7,False,0.0
ORD0195,2026-04-09,West,633.48,False,0.0
ORD0196,2025-12-15,East,746.14,False,0.0
ORD0197,2026-02-07,South,619.57,False,0.0
ORD0198,2025-12-12,East,509.35,False,0.0
ORD0199,2026-05-26,West,898.78,False,0.0
ORD0200,2025-05-27,East,442.69,False,0.0
ORD0201,2025-05-28,East,588.81,False,0.0
ORD0202,2026-05-04,West,749.94,False,0.0
ORD0203,2026-07-05,North,752.24,False,0.0
ORD0204,2025-12-04,South,679.77,False,0.0
ORD0205,2026-04-18,North,752.08,False,0.0
ORD0206,2025-05-31,South,837.61,True,25.0
ORD0207,2026-02-19,South,699.64,False,0.0
ORD0208,2025-10-25,South,689.37,False,0.0
ORD0209,2025-09-20,West,671.88,False,0.0
ORD0210,2025-05-24,South,577.06,False,0.0
ORD0211,2025-12-12,West,510.75,False,0.0
ORD0212,2026-07-26,North,662.11,False,0.0
ORD0213,2025-01-02,North,347.35,True,20.0
ORD0214,2025-10-31,West,644.0,True,25.0
ORD0215,2025-09-11,South,703.01,False,0.0
ORD0216,2026-03-29,East,538.53,True,5.0
ORD0217,2025-02-06,North,648.53,False,0.0
ORD0218,2025-06-09,South,847.39,True,25.0
ORD0219,2025-01-09,West,617.67,True,25.0
ORD0220,2025-08-21,West,727.06,True,25.0
ORD0221,2025-04-09,North,589.25,False,0.0
ORD0222,2025-07-27,North,515.33,False,0.0
ORD0223,2025-05-11,South,712.23,False,0.0
ORD0224,2026-02-08,West,655.27,False,0.0
ORD0225,2025-06-01,South,647.8,True,25.0
ORD0226,2025-02-23,North,592.01,False,0.0
ORD0227,2025-04-30,West,697.96,False,0.0
ORD0228,2026-08-10,West,797.18,False,0.0
ORD0229,2026-02-24,South,574.7,False,0.0
ORD0230,2026-02-26,East,983.71,False,0.0
ORD0231,2025-04-14,North,529.29,False,0.0
ORD0232,2025-09-11,East,541.3,False,0.0
ORD0233,2025-08-15,West,632.19,True,25.0
ORD0234,2025-04-22,South,655.2,False,0.0
ORD0235,2026-05-25,West,901.62,False,0.0
ORD0236,2026-04-18,West,721.51,False,0.0
ORD0237,2025-04-09,West,678.19,False,0.0
ORD0238,2025-06-02,East,726.89,True,5.0
ORD0239,2025-12-04,West,618.41,False,0.0
ORD0240,2025-06-12,West,666.99,True,20.0
ORD0241,2025-06-10,East,451.48,True,5.0
ORD0242,2026-08-03,East,684.75,False,0.0
ORD0243,2026-02-02,South,727.37,False,0.0
ORD0244,2025-10-04,East,517.03,False,0.0
ORD0245,2026-05-19,West,967.86,False,0.0
ORD0246,2026-01-27,West,734.14,False,0.0
ORD0247,2025-05-15,East,609.65,False,0.0
ORD0248,2025-07-14,South,713.69,False,0.0
ORD0249,2026-02-05,South,975.09,False,0.0
ORD0250,2025-02-02,West,676.94,False,0.0
ORD0251,2026-04-05,West,1017.37,True,20.0
ORD0252,2026-04-15,North,739.06,False,0.0
ORD0253,2026-01-10,South,624.88,False,0.0
ORD0254,2025-01-22,East,367.07,False,0.0
ORD0255,2025-02-07,South,504.65,False,0.0
ORD0256,2025-08-18,South,614.6,True,10.0
ORD0257,2025-12-31,North,669.87,False,0.0
ORD0258,2026-07-17,East,563.29,False,0.0
ORD0259,2026-03-14,East,437.73,False,0.0
ORD0260,2025-10-10,West,535.87,False,0.0
ORD0261,2025-01-27,South,606.92,False,0.0
ORD0262,2025-08-14,South,646.49,True,10.0
ORD0263,2025-10-04,South,788.78,False,0.0
ORD0264,2025-10-11,South,456.37,False,0.0
ORD0265,2026-04-26,East,772.36,False,0.0
ORD0266,2026-03-29,East,756.62,True,5.0
ORD0267,2026-05-31,West,790.35,False,0.0
ORD0268,2026-07-01,West,838.36,False,0.0
ORD0269,2025-07-11,North,560.69,False,0.0
ORD0270,2025-02-18,North,637.45,False,0.0
ORD0271,2026-05-27,South,762.04,False,0.0
ORD0272,2025-01-17,South,537.67,True,10.0
ORD0273,2025-06-21,West,452.63,False,0.0
ORD0274,2025-08-08,East,534.99,False,0.0
ORD0275,2025-06-07,East,494.54,True,5.0
ORD0276,2026-04-22,North,575.43,False,0.0
ORD0277,2025-02-15,North,491.88,False,0.0
ORD0278,2026-01-08,South,850.4,False,0.0
ORD0279,2026-06-02,East,694.96,False,0.0
ORD0280,2025-04-09,South,620.01,False,0.0
ORD0281,2025-02-06,West,766.02,False,0.0
ORD0282,2025-10-07,East,488.79,False,0.0
ORD0283,2025-12-15,North,672.48,False,0.0
ORD0284,2026-05-12,East,706.7,False,0.0
ORD0285,2025-10-29,West,588.73,True,25.0
ORD0286,2025-06-30,North,625.19,False,0.0
ORD0287,2025-04-09,East,665.34,False,0.0
ORD0288,2025-04-26,West,650.33,False,0.0
ORD0289,2025-07-10,South,760.42,False,0.0
ORD0290,2025-09-10,South,565.59,False,0.0
ORD0291,2025-06-10,West,854.07,True,20.0
ORD0292,2025-09-13,North,470.83,False,0.0
ORD0293,2025-11-19,East,718.5,False,0.0
ORD0294,2025-05-08,North,498.08,False,0.0
ORD0295,2025-01-18,East,465.05,False,0.0
ORD0296,2026-07-20,North,749.28,False,0.0
ORD0297,2026-07-24,North,830.4,False,0.0
ORD0298,2025-11-19,South,866.57,False,0.0
ORD0299,2025-10-15,North,680.55,False,0.0
ORD0300,2025-06-04,South,520.64,True,25.0
ORD0301,2026-05-05,West,897.78,False,0.0
ORD0302,2026-01-21,South,707.49,True,5.0
ORD0303,2025-04-14,South,844.73,False,0.0
ORD0304,2026-01-28,West,902.24,False,0.0
ORD0305,2025-09-03,North,570.72,False,0.0
ORD0306,2025-06-25,East,489.07,False,0.0
ORD0307,2025-02-08,South,554.42,False,0.0
ORD0308,2026-04-22,South,801.76,False,0.0
ORD0309,2026-06-22,North,641.01,False,0.0
ORD0310,2026-02-12,West,795.87,False,0.0
ORD0311,2026-06-09,North,865.69,False,0.0
ORD0312,2026-05-21,East,698.17,False,0.0
ORD0313,2025-02-05,South,543.06,False,0.0
ORD0314,2025-01-20,East,397.73,False,0.0
ORD0315,2025-11-17,West,711.09,False,0.0
ORD0316,2026-05-27,East,894.62,False,0.0
ORD0317,2026-02-04,South,846.27,False,0.0
ORD0318,2026-04-16,West,753.43,False,0.0
ORD0319,2025-05-23,North,517.44,False,0.0
ORD0320,2025-04-02,South,799.9,False,0.0
ORD0321,2025-12-20,North,794.03,False,0.0
ORD0322,2025-02-20,South,655.76,False,0.0
ORD0323,2026-07-29,East,569.76,False,0.0
ORD0324,2025-07-09,North,449.31,False,0.0
ORD0325,2025-05-05,West,689.64,False,0.0
ORD0326,2025-05-30,West,753.23,False,0.0
ORD0327,2025-11-10,South,593.89,False,0.0
ORD0328,2026-07-24,West,788.56,False,0.0
ORD0329,2025-12-08,North,663.52,False,0.0
ORD0330,2025-11-01,East,558.78,True,5.0
ORD0331,2025-02-23,North,489.87,False,0.0
ORD0332,2026-03-20,South,765.8,False,0.0
ORD0333,2025-09-21,North,550.49,False,0.0
ORD0334,2025-02-22,South,770.6,False,0.0
ORD0335,2026-07-26,South,1092.21,False,0.0
ORD0336,2025-01-05,South,506.13,True,10.0
ORD0337,2025-04-13,West,709.95,False,0.0
ORD0338,2025-07-15,West,629.92,False,0.0
ORD0339,2025-12-16,North,582.91,False,0.0
ORD0340,2025-02-16,West,758.74,False,0.0
ORD0341,2025-09-26,West,650.2,False,0.0
ORD0342,2026-01-05,South,849.87,False,0.0
ORD0343,2025-04-16,North,504.65,False,0.0
ORD0344,2025-04-30,East,531.16,False,0.0
ORD0345,2025-02-27,South,703.95,False,0.0
ORD0346,2025-12-12,West,698.6,False,0.0
ORD0347,2026-04-19,North,1075.65,False,0.0
ORD0348,2025-04-27,West,650.33,False,0.0
ORD0349,2025-05-07,North,370.26,False,0.0
ORD0350,2026-01-28,North,706.69,True,10.0
ORD0351,2025-02-27,South,755.03,False,0.0
ORD0352,2026-05-28,South,892.05,False,0.0
ORD0353,2025-04-06,South,391.78,False,0.0
ORD0354,2025-04-28,North,652.35,False,0.0
ORD0355,2026-07-14,East,692.41,False,0.0
ORD0356,2026-05-03,East,552.3,False,0.0
ORD0357,2025-08-25,North,487.07,False,0.0
ORD0358,2025-09-29,West,590.82,False,0.0
ORD0359,2025-07-08,North,528.33,False,0.0
ORD0360,2026-03-23,North,713.0,False,0.0
ORD0361,2026-08-04,South,840.56,False,0.0
ORD0362,2025-09-04,North,489.45,False,0.0
ORD0363,2025-03-17,South,540.54,True,5.0
ORD0364,2025-06-03,East,630.13,True,5.0
ORD0365,2026-03-11,South,736.68,False,0.0
ORD0366,2025-03-27,West,653.48,True,25.0
ORD0367,2025-10-12,South,592.76,False,0.0
ORD0368,2025-08-08,South,530.57,False,0.0
ORD0369,2025-03-10,West,756.86,False,0.0
ORD0370,2025-02-16,North,654.47,False,0.0
ORD0371,2025-04-04,South,682.01,False,0.0
ORD0372,2026-03-29,South,897.02,True,25.0
ORD0373,2025-07-23,West,633.76,False,0.0
ORD0374,2025-08-06,North,458.04,False,0.0
ORD0375,2026-04-19,North,648.72,False,0.0
ORD0376,2026-03-08,South,876.75,False,0.0
ORD0377,2025-12-07,South,581.32,False,0.0
ORD0378,2026-07-05,South,833.59,False,0.0
ORD0379,2025-10-16,East,315.31,False,0.0
ORD0380,2025-09-11,South,591.54,False,0.0
ORD0381,2025-12-23,South,783.22,False,0.0
ORD0382,2025-01-23,West,625.61,False,0.0
ORD0383,2026-06-06,West,967.16,False,0.0
ORD0384,2025-04-10,South,598.82,False,0.0
ORD0385,2025-06-29,South,680.4,False,0.0
ORD0386,2025-08-11,East,575.23,False,0.0
ORD0387,2026-03-18,East,717.06,False,0.0
ORD0388,2025-11-21,East,600.53,False,0.0
ORD0389,2026-05-31,North,608.18,False,0.0
ORD0390,2025-01-16,East,495.34,False,0.0
ORD0391,2025-12-02,South,683.48,False,0.0
ORD0392,2025-09-15,North,550.49,False,0.0
ORD0393,2026-05-12,East,602.54,False,0.0
ORD0394,2025-06-09,South,856.05,True,25.0
ORD0395,2026-04-20,South,1003.38,False,0.0
ORD0396,2026-01-15,North,803.72,True,10.0
ORD0397,2026-06-29,North,754.54,False,0.0
ORD0398,2026-03-03,West,725.11,False,0.0
ORD0399,2025-09-25,South,699.52,False,0.0
ORD0400,2026-07-31,South,975.36,False,0.0
ORD0401,2026-02-21,North,767.3,False,0.0
ORD0402,2025-06-17,West,558.55,True,20.0
ORD0403,2025-02-12,East,474.14,False,0.0
ORD0404,2026-07-10,West,782.61,False,0.0
ORD0405,2025-10-12,West,743.19,False,0.0
ORD0406,2026-02-01,East,821.62,False,0.0
ORD0407,2025-01-12,West,508.13,True,25.0
ORD0408,2025-10-29,South,697.97,True,10.0
ORD0409,2025-09-10,West,538.6,False,0.0
ORD0410,2026-05-14,South,712.25,False,0.0
ORD0411,2025-02-04,South,728.8,False,0.0
ORD0412,2025-03-31,North,633.29,False,0.0
ORD0413,2026-02-22,North,760.29,False,0.0
ORD0414,2025-04-25,East,548.59,False,0.0
ORD0415,2025-07-15,South,707.1,False,0.0
ORD0416,2026-05-16,West,871.43,False,0.0
ORD0417,2026-05-08,West,953.19,False,0.0
ORD0418,2025-03-16,South,622.42,False,0.0
ORD0419,2026-02-17,West,912.79,False,0.0
ORD0420,2026-01-11,East,678.07,True,15.0
ORD0421,2026-02-24,North,776.5,False,0.0
ORD0422,2025-10-04,West,601.53,False,0.0
ORD0423,2026-01-29,North,690.53,False,0.0
ORD0424,2026-04-02,East,684.88,True,5.0
ORD0425,2025-07-11,West,636.85,False,0.0
ORD0426,2025-04-09,West,518.86,False,0.0
ORD0427,2026-07-02,East,888.5,False,0.0
ORD0428,2025-04-06,South,853.71,False,0.0
ORD0429,2025-07-09,South,877.36,False,0.0
ORD0430,2025-02-06,West,688.5,False,0.0
ORD0431,2026-01-04,East,536.6,False,0.0
ORD0432,2026-06-09,South,938.39,False,0.0
ORD0433,2025-10-06,North,619.43,False,0.0
ORD0434,2025-08-05,West,521.5,False,0.0
ORD0435,2025-09-30,North,656.99,False,0.0
ORD0436,2025-03-03,North,558.64,False,0.0
ORD0437,2026-08-19,East,676.56,False,0.0
ORD0438,2025-12-08,North,756.14,False,0.0
ORD0439,2026-02-01,South,864.82,False,0.0
ORD0440,2025-01-19,North,674.13,True,20.0
ORD0441,2025-06-26,West,497.41,False,0.0
ORD0442,2026-01-31,North,579.61,False,0.0
ORD0443,2026-03-21,South,776.87,False,0.0
ORD0444,2025-08-21,East,330.05,True,25.0
ORD0445,2025-03-17,West,487.47,True,25.0
ORD0446,2025-09-22,South,785.55,False,0.0
ORD0447,2026-03-31,East,823.14,True,5.0
ORD0448,2026-01-19,North,622.03,True,10.0
ORD0449,2026-07-18,East,857.76,False,0.0
ORD0450,2026-05-21,North,723.3,False,0.0
ORD0451,2026-01-02,East,769.41,False,0.0
ORD0452,2025-05-24,East,722.93,False,0.0
ORD0453,2025-03-10,East,492.46,False,0.0
ORD0454,2025-04-09,West,771.83,False,0.0
ORD0455,2026-01-31,South,973.67,False,0.0
ORD0456,2025-01-25,East,449.68,False,0.0
ORD0457,2026-04-14,West,470.23,False,0.0
ORD0458,2026-04-29,North,868.69,False,0.0
ORD0459,2026-07-19,South,710.02,False,0.0
ORD0460,2025-05-31,North,597.08,True,25.0
ORD0461,2025-05-24,East,572.17,False,0.0
ORD0462,2026-07-23,South,891.04,False,0.0
ORD0463,2025-02-08,East,489.49,False,0.0
ORD0464,2025-04-19,South,761.85,False,0.0
ORD0465,2025-02-11,West,754.26,False,0.0
ORD0466,2025-07-05,East,363.76,False,0.0
ORD0467,2026-02-02,North,547.7,False,0.0
ORD0468,2025-08-11,North,450.43,False,0.0
ORD0469,2025-05-13,North,567.12,False,0.0
ORD0470,2025-06-12,South,793.33,True,25.0
ORD0471,2025-08-03,South,765.46,False,0.0
ORD0472,2025-08-23,West,582.22,True,25.0
ORD0473,2026-08-11,North,656.5,False,0.0
ORD0474,2025-01-09,South,763.77,True,10.0
ORD0475,2025-03-15,North,629.32,False,0.0
ORD0476,2026-05-07,South,845.55,False,0.0
ORD0477,2025-09-10,South,728.77,False,0.0
ORD0478,2025-08-18,North,619.23,True,20.0
ORD0479,2026-06-03,East,719.56,False,0.0
ORD0480,2025-06-23,East,487.06,False,0.0
ORD0481,2025-06-17,West,553.23,True,20.0
ORD0482,2025-06-19,North,511.37,False,0.0
ORD0483,2026-01-28,West,663.7,False,0.0
ORD0484,2025-07-13,West,538.61,False,0.0
ORD0485,2026-06-01,South,806.32,False,0.0
ORD0486,2025-01-29,North,559.37,False,0.0
ORD0487,2025-06-14,West,668.91,True,20.0
ORD0488,2026-02-26,South,711.34,False,0.0
ORD0489,2025-12-05,South,743.08,False,0.0
ORD0490,2026-05-11,East,701.44,False,0.0
ORD0491,2025-12-31,West,702.34,False,0.0
ORD0492,2025-12-08,South,650.69,False,0.0
ORD0493,2026-05-15,East,567.23,False,0.0
ORD0494,2026-05-26,East,744.84,False,0.0
ORD0495,2025-11-23,South,703.11,False,0.0
ORD0496,2025-08-05,South,691.73,False,0.0
ORD0497,2025-10-28,North,523.38,True,20.0
ORD0498,2025-05-12,South,664.03,False,0.0
ORD0499,2025-03-11,West,772.65,False,0.0
ORD0500,2025-09-09,North,774.61,False,0.0
ORD0501,2026-02-19,West,764.13,False,0.0
ORD0502,2026-03-21,East,705.39,False,0.0
ORD0503,2025-07-01,South,679.07,False,0.0
ORD0504,2025-06-16,South,609.39,True,25.0
ORD0505,2025-04-01,North,574.68,False,0.0
ORD0506,2026-06-15,South,1142.69,True,5.0
ORD0507,2025-02-08,East,459.53,False,0.0
ORD0508,2025-05-06,South,737.83,False,0.0
ORD0509,2026-03-27,West,752.22,True,20.0
ORD0510,2025-06-22,West,645.12,False,0.0
ORD0511,2025-08-08,North,493.43,False,0.0
ORD0512,2025-02-27,South,641.27,False,0.0
ORD0513,2026-04-21,West,649.86,False,0.0
ORD0514,2026-04-01,West,854.52,True,20.0
ORD0515,2025-12-27,West,666.59,False,0.0
ORD0516,2025-01-01,South,661.28,True,10.0
ORD0517,2026-01-22,West,748.73,False,0.0
ORD0518,2025-12-14,West,603.11,False,0.0
ORD0519,2025-07-09,South,574.27,False,0.0
ORD0520,2026-05-20,East,686.29,False,0.0
ORD0521,2025-07-10,West,767.66,False,0.0
ORD0522,2026-05-23,West,755.17,False,0.0
ORD0523,2026-01-04,North,466.21,False,0.0
ORD0524,2026-02-13,West,818.64,False,0.0
ORD0525,2025-04-27,East,670.37,False,0.0
ORD0526,2025-05-14,South,788.55,False,0.0
ORD0527,2025-02-27,West,525.23,False,0.0
ORD0528,2026-07-10,East,653.43,False,0.0
ORD0529,2025-06-22,West,738.14,False,0.0
ORD0530,2025-05-29,West,624.44,False,0.0
ORD0531,2025-03-21,South,656.61,True,5.0
ORD0532,2025-08-01,West,564.61,False,0.0
ORD0533,2025-07-22,East,497.93,False,0.0
ORD0534,2025-08-17,East,405.48,True,25.0
ORD0535,2025-08-15,North,569.22,True,20.0
ORD0536,2026-06-16,South,896.73,True,5.0
ORD0537,2026-03-17,West,867.22,False,0.0
ORD0538,2026-02-06,East,640.22,False,0.0
ORD0539,2025-02-16,East,426.94,False,0.0
ORD0540,2025-08-21,North,526.74,True,20.0
ORD0541,2025-11-01,East,657.78,True,5.0
ORD0542,2026-06-10,West,842.62,True,5.0
ORD0543,2025-05-23,North,535.68,False,0.0
ORD0544,2026-02-19,West,878.59,False,0.0
ORD0545,2026-05-28,West,1065.47,False,0.0
ORD0546,2026-01-08,South,825.36,False,0.0
ORD0547,2026-07-20,South,797.81,False,0.0
ORD0548,2025-09-16,South,769.6,False,0.0
ORD0549,2026-04-16,South,832.73,False,0.0
ORD0550,2025-01-12,North,622.17,True,20.0
ORD0551,2025-11-26,East,489.97,False,0.0
ORD0552,2025-12-24,South,701.7,False,0.0
ORD0553,2026-02-12,South,950.69,False,0.0
ORD0554,2026-01-08,East,723.25,False,0.0
ORD0555,2025-01-08,South,612.81,True,10.0
ORD0556,2025-05-02,West,816.13,False,0.0
ORD0557,2025-12-14,East,597.25,False,0.0
